,name,date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,jdate
10,"Qazvin, Iran",2023-11-16,20.0,10.0,13.6,20.0,10.0,13.6,4.1,53.0,0.0,0,0.0,rain,0.0,0.0,27.7,18.4,170.4,1016.2,73.6,9.9,122.5,10.5,6,10,2023-11-16T06:47:32,2023-11-16T17:01:28,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-8-25
11,"Qazvin, Iran",2023-11-17,19.0,6.9,12.6,19.0,5.5,12.3,3.2,54.9,0.0,0,0.0,,0.0,0.0,36.7,18.4,356.4,1016.6,28.6,10.8,149.5,12.9,6,10,2023-11-17T06:48:33,2023-11-17T17:00:50,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-8-26
12,"Qazvin, Iran",2023-11-18,18.0,6.0,12.0,18.0,5.5,11.9,3.2,56.5,0.0,0,0.0,,0.0,0.0,24.1,11.2,104.1,1018.7,24.0,10.8,127.8,11.1,6,10,2023-11-18T06:49:34,2023-11-18T17:00:13,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-8-27
13,"Qazvin, Iran",2023-11-19,20.0,4.0,12.2,20.0,4.0,11.9,1.8,51.0,0.0,0,0.0,,0.0,0.0,41.4,22.3,129.6,1016.6,3.9,10.5,148.9,12.9,6,10,2023-11-19T06:50:35,2023-11-19T16:59:39,0.21,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-8-28
14,"Qazvin, Iran",2023-11-20,15.0,8.6,10.5,15.0,5.6,9.5,3.8,66.2,9.3,100,4.17,rain,0.0,0.0,50.4,31.8,132.5,1008.6,78.9,7.7,44.6,3.7,4,10,2023-11-20T06:51:36,2023-11-20T16:59:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"40731099999,OIIK",1402-8-29
15,"Qazvin, Iran",2023-11-21,12.0,3.0,7.8,12.0,2.1,6.5,1.2,64.4,8.2,100,4.17,rain,0.0,0.0,65.2,39.0,249.6,1011.7,51.8,11.4,136.5,11.9,6,10,2023-11-21T06:52:37,2023-11-21T16:58:35,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"40731099999,OIIK",1402-8-30
16,"Qazvin, Iran",2023-11-22,12.0,0.0,5.2,12.0,-1.5,4.7,-3.4,56.9,0.0,0,0.0,,0.0,0.0,26.3,11.2,253.9,1023.7,1.9,11.2,150.3,13.0,6,10,2023-11-22T06:53:37,2023-11-22T16:58:07,0.32,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-9-1
17,"Qazvin, Iran",2023-11-23,13.0,0.4,6.7,13.0,-1.4,6.0,-1.9,56.2,0.0,0,0.0,,0.0,0.0,26.6,11.2,76.6,1020.5,88.1,11.0,119.2,10.3,5,10,2023-11-23T06:54:37,2023-11-23T16:57:40,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-9-2
18,"Qazvin, Iran",2023-11-24,14.9,2.0,7.8,14.9,-0.2,7.3,-2.0,52.4,0.0,0,0.0,,0.0,0.0,9.7,11.2,82.0,1015.1,16.6,9.6,145.5,12.6,6,10,2023-11-24T06:55:37,2023-11-24T16:57:14,0.39,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-9-3
19,"Qazvin, Iran",2023-11-25,15.0,0.9,8.2,15.0,0.0,7.4,-2.5,48.4,0.0,0,0.0,,0.0,0.0,17.6,11.2,82.0,1017.6,34.4,10.9,143.3,12.4,6,10,2023-11-25T06:56:36,2023-11-25T16:56:51,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"40731099999,OIIK",1402-9-4
20,"Qazvin, Iran",2023-11-26,16.9,7.9,10.5,16.9,6.7,10.0,-1.5,45.2,0.0,0,0.0,,0.0,0.0,27.0,18.4,103.6,1015.5,52.8,11.3,107.3,9.2,5,10,2023-11-26T06:57:35,2023-11-26T16:56:30,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"40731099999,OIIK,remote",1402-9-5
21,"Qazvin, Iran",2023-11-27,17.9,5.0,11.4,17.9,3.6,11.2,2.9,58.3,0.0,0,0.0,rain,0.0,0.0,43.6,14.8,126.7,1012.9,44.7,10.2,116.4,10.3,6,10,2023-11-27T06:58:33,2023-11-27T16:56:11,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"40731099999,OIIK",1402-9-6
22,"Qazvin, Iran",2023-11-28,15.0,4.0,10.4,15.0,4.0,10.3,4.7,69.4,2.1,100,8.33,rain,0.0,0.0,41.4,14.8,215.0,1014.9,61.2,10.0,124.5,10.6,5,10,2023-11-28T06:59:31,2023-11-28T16:55:53,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"40731099999,OIIK",1402-9-7
23,"Qazvin, Iran",2023-11-29,14.0,1.0,7.0,14.0,1.0,6.7,1.8,72.5,0.0,0,0.0,,0.0,0.0,18.7,11.2,83.3,1021.7,7.7,10.2,137.7,11.9,6,10,2023-11-29T07:00:28,2023-11-29T16:55:38,0.56,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-9-8
24,"Qazvin, Iran",2023-11-30,15.0,2.9,8.2,15.0,0.8,7.6,1.0,62.3,0.0,0,0.0,,0.0,0.0,14.8,11.1,53.6,1021.5,28.5,9.8,129.0,11.1,5,10,2023-11-30T07:01:25,2023-11-30T16:55:25,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-9-9
25,"Qazvin, Iran",2023-12-01,16.0,4.0,8.7,16.0,3.2,8.5,-0.3,54.5,0.0,0,0.0,,0.0,0.0,14.0,9.7,44.6,1021.7,60.3,10.5,100.7,8.6,4,10,2023-12-01T07:02:20,2023-12-01T16:55:14,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-9-10
26,"Qazvin, Iran",2023-12-02,16.0,2.0,8.0,16.0,0.9,7.2,-1.8,51.6,0.0,0,0.0,,0.0,0.0,7.2,11.2,53.2,1022.7,0.0,10.2,138.7,12.0,6,10,2023-12-02T07:03:16,2023-12-02T16:55:04,0.66,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-9-11
27,"Qazvin, Iran",2023-12-03,17.0,2.9,8.4,17.0,0.8,7.7,-3.2,45.4,0.0,0,0.0,,0.0,0.0,10.1,11.2,35.4,1024.3,2.2,10.2,138.2,11.9,6,10,2023-12-03T07:04:10,2023-12-03T16:54:57,0.69,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-9-12
28,"Qazvin, Iran",2023-12-04,17.0,0.9,8.3,17.0,0.9,7.8,-4.1,42.9,0.0,0,0.0,,0.0,0.0,7.2,11.2,72.6,1024.6,3.8,10.2,139.2,12.0,6,10,2023-12-04T07:05:04,2023-12-04T16:54:52,0.72,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-9-13
29,"Qazvin, Iran",2023-12-05,18.0,0.9,8.0,18.0,-0.3,7.5,-5.2,40.8,0.0,0,0.0,,0.0,0.0,26.3,7.6,50.7,1022.8,24.1,10.6,136.8,11.8,6,10,2023-12-05T07:05:56,2023-12-05T16:54:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-9-14
30,"Qazvin, Iran",2023-12-06,13.0,-1.0,6.6,13.0,-1.0,6.1,-3.5,50.0,0.0,0,0.0,,0.0,0.0,23.0,14.7,86.3,1022.4,23.1,8.7,109.8,9.5,5,10,2023-12-06T07:06:48,2023-12-06T16:54:47,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-9-15
31,"Qazvin, Iran",2023-12-07,14.0,5.0,8.1,14.0,3.2,7.3,-2.3,48.5,0.0,0,0.0,,0.0,0.0,26.3,11.2,51.4,1019.8,73.3,9.4,113.3,9.8,5,10,2023-12-07T07:07:39,2023-12-07T16:54:48,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-9-16
32,"Qazvin, Iran",2023-12-08,16.9,2.9,8.8,16.9,2.1,8.4,-0.5,53.6,0.0,0,0.0,,0.0,0.0,11.2,11.2,31.0,1021.7,47.4,10.2,125.0,10.9,5,10,2023-12-08T07:08:29,2023-12-08T16:54:51,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-9-17
33,"Qazvin, Iran",2023-12-09,14.0,3.0,8.5,14.0,1.7,7.7,0.2,57.3,0.0,0,0.0,,0.0,0.0,36.4,25.9,113.6,1022.5,51.8,8.1,100.2,8.6,5,10,2023-12-09T07:09:18,2023-12-09T16:54:56,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-9-18
34,"Qazvin, Iran",2023-12-10,17.0,4.0,10.0,17.0,2.1,9.6,0.3,53.3,0.0,0,0.0,,0.0,0.0,36.4,11.2,51.0,1021.1,38.3,10.2,123.8,10.6,5,10,2023-12-10T07:10:05,2023-12-10T16:55:03,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-9-19
35,"Qazvin, Iran",2023-12-11,17.0,3.0,9.3,17.0,3.0,9.2,-2.7,44.6,0.0,0,0.0,,0.0,0.0,30.6,11.2,292.1,1022.1,75.1,11.1,103.8,9.1,4,10,2023-12-11T07:10:52,2023-12-11T16:55:12,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-9-20
36,"Qazvin, Iran",2023-12-12,12.0,6.0,8.5,12.0,4.4,7.6,-0.2,54.4,0.0,0,0.0,,0.0,0.0,24.5,13.0,81.3,1020.6,94.8,9.5,81.7,6.9,4,10,2023-12-12T07:11:37,2023-12-12T16:55:22,0.98,Overcast,Cloudy skies throughout the day.,cloudy,"40731099999,OIIK,remote",1402-9-21
37,"Qazvin, Iran",2023-12-13,11.0,6.0,8.5,11.0,4.8,7.6,1.4,61.2,0.0,0,0.0,rain,0.0,0.0,30.6,14.8,108.8,1013.6,98.5,9.5,45.3,3.9,2,10,2023-12-13T07:12:21,2023-12-13T16:55:35,0.0,Overcast,Cloudy skies throughout the day.,cloudy,"40731099999,OIIK,remote",1402-9-22
38,"Qazvin, Iran",2023-12-14,12.0,4.0,6.7,12.0,2.1,6.2,3.0,79.1,1.2,100,12.5,rain,0.0,0.0,28.1,11.2,324.6,1013.9,80.1,8.9,79.4,7.0,5,10,2023-12-14T07:13:03,2023-12-14T16:55:50,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"40731099999,OIIK",1402-9-23
39,"Qazvin, Iran",2023-12-15,13.9,1.0,6.1,13.9,-1.4,5.8,-1.7,59.7,0.0,0,0.0,,0.0,0.0,26.3,14.8,287.4,1021.9,4.1,12.1,129.8,11.0,5,10,2023-12-15T07:13:45,2023-12-15T16:56:07,0.08,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-9-24
40,"Qazvin, Iran",2023-12-16,15.9,-2.0,6.2,15.9,-3.9,5.7,-2.7,55.5,0.0,0,0.0,,0.0,0.0,6.8,7.6,59.0,1026.0,30.0,12.1,124.5,10.7,5,10,2023-12-16T07:14:24,2023-12-16T16:56:25,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"40731099999,OIIK",1402-9-25
41,"Qazvin, Iran",2023-12-17,14.0,2.0,7.9,14.0,2.0,7.4,-1.1,54.5,0.0,0,0.0,,0.0,0.0,14.4,11.2,75.2,1023.4,24.3,10.9,129.5,11.0,5,10,2023-12-17T07:15:03,2023-12-17T16:56:46,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-9-26
42,"Qazvin, Iran",2023-12-18,12.0,-1.0,5.3,12.0,-2.6,4.7,-1.9,62.3,0.0,0,0.0,,0.0,0.0,28.8,11.2,323.7,1021.2,22.9,9.8,126.5,10.9,5,10,2023-12-18T07:15:40,2023-12-18T16:57:08,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-9-27
43,"Qazvin, Iran",2023-12-19,10.0,-3.0,2.4,10.0,-5.2,2.2,-1.9,75.0,0.0,0,0.0,,0.0,0.0,13.7,7.5,157.6,1024.0,44.2,9.4,117.1,10.2,5,10,2023-12-19T07:16:15,2023-12-19T16:57:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-9-28
44,"Qazvin, Iran",2023-12-20,10.0,-2.0,3.7,9.1,-2.0,3.0,-1.1,72.2,0.0,0,0.0,,0.0,0.0,12.6,11.2,57.5,1025.5,28.8,6.7,113.4,9.8,5,10,2023-12-20T07:16:49,2023-12-20T16:57:58,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-9-29
45,"Qazvin, Iran",2023-12-21,10.0,-1.0,4.5,8.4,-3.8,3.1,-1.5,66.3,0.0,0,0.0,,0.0,0.0,16.6,14.7,78.5,1022.0,8.1,7.5,127.0,10.9,5,10,2023-12-21T07:17:21,2023-12-21T16:58:26,0.3,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-9-30
46,"Qazvin, Iran",2023-12-22,9.0,-0.1,4.3,7.9,-0.3,3.5,-1.1,68.6,0.0,0,0.0,,0.0,0.0,35.3,14.8,81.0,1015.9,66.6,8.9,85.2,7.4,5,10,2023-12-22T07:17:52,2023-12-22T16:58:56,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-1
47,"Qazvin, Iran",2023-12-23,11.0,1.0,6.4,11.0,0.3,4.8,0.2,65.0,0.0,0,0.0,rain,0.0,0.0,33.1,22.3,134.8,1012.0,69.4,8.9,66.1,5.6,3,10,2023-12-23T07:18:21,2023-12-23T16:59:27,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-2
48,"Qazvin, Iran",2023-12-24,13.0,4.0,8.7,13.0,1.2,6.7,1.6,61.7,0.0,0,0.0,rain,0.0,0.0,32.8,22.3,139.4,1014.1,74.4,9.9,92.0,7.9,5,10,2023-12-24T07:18:48,2023-12-24T17:00:00,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-3
49,"Qazvin, Iran",2023-12-25,13.0,6.9,10.1,13.0,5.5,9.2,0.4,51.9,1.6,100,4.17,rain,0.0,0.0,45.7,25.9,246.5,1018.2,78.9,11.5,88.3,7.5,3,10,2023-12-25T07:19:13,2023-12-25T17:00:35,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"40731099999,OIIK",1402-10-4
50,"Qazvin, Iran",2023-12-26,14.0,1.0,7.3,14.0,1.0,6.9,-1.3,56.1,0.0,0,0.0,,0.0,0.0,35.3,11.1,27.9,1022.4,7.3,13.0,126.4,10.8,5,10,2023-12-26T07:19:37,2023-12-26T17:01:11,0.48,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-10-5
51,"Qazvin, Iran",2023-12-27,13.9,-1.0,6.5,13.9,-2.3,5.5,-1.7,57.2,0.0,0,0.0,,0.0,0.0,35.6,18.4,103.5,1024.7,0.0,11.7,127.5,11.1,5,10,2023-12-27T07:19:59,2023-12-27T17:01:49,0.5,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK,remote",1402-10-6
52,"Qazvin, Iran",2023-12-28,14.0,3.6,8.0,14.0,2.1,7.5,-0.2,57.2,0.0,0,0.0,,0.0,0.0,32.8,7.6,11.9,1020.3,61.9,10.5,84.3,7.2,3,10,2023-12-28T07:20:19,2023-12-28T17:02:29,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-7
53,"Qazvin, Iran",2023-12-29,13.9,-0.1,5.6,13.9,-0.3,5.2,-1.2,65.1,0.0,0,0.0,,0.0,0.0,28.8,14.8,281.3,1024.0,1.5,10.8,128.6,11.0,5,10,2023-12-29T07:20:37,2023-12-29T17:03:10,0.58,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-10-8
54,"Qazvin, Iran",2023-12-30,12.0,-1.0,5.2,12.0,-3.8,4.5,-1.3,64.9,0.0,0,0.0,,0.0,0.0,15.8,11.2,63.1,1025.0,0.0,9.0,128.5,11.0,5,10,2023-12-30T07:20:53,2023-12-30T17:03:52,0.61,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-10-9
55,"Qazvin, Iran",2023-12-31,12.9,0.9,5.9,12.9,-0.3,5.1,-1.0,62.4,0.0,0,0.0,,0.0,0.0,11.9,14.8,62.7,1022.0,45.2,9.1,128.3,11.0,5,10,2023-12-31T07:21:08,2023-12-31T17:04:36,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-10
56,"Qazvin, Iran",2024-01-01,15.0,1.0,6.5,15.0,-0.2,6.0,-1.1,60.7,0.0,0,0.0,,0.0,0.0,19.4,7.6,340.2,1021.1,38.9,8.6,103.8,9.0,4,10,2024-01-01T07:21:20,2024-01-01T17:05:21,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-11
57,"Qazvin, Iran",2024-01-02,12.9,0.0,6.1,12.9,-1.5,5.4,-1.2,60.6,0.0,0,0.0,,0.0,0.0,23.4,11.5,87.5,1021.3,33.3,8.6,125.3,10.8,5,10,2024-01-02T07:21:31,2024-01-02T17:06:07,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-10-12
58,"Qazvin, Iran",2024-01-03,12.0,2.0,6.4,12.0,2.0,5.8,-1.3,58.9,0.0,0,0.0,,0.0,0.0,25.9,7.9,66.4,1015.5,61.4,10.0,103.7,8.8,4,10,2024-01-03T07:21:40,2024-01-03T17:06:55,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-10-13
59,"Qazvin, Iran",2024-01-04,12.0,-3.0,5.2,12.0,-3.0,4.9,-4.0,53.5,0.0,0,0.0,,0.0,0.0,27.0,11.2,110.7,1017.1,21.9,10.3,130.5,11.2,5,10,2024-01-04T07:21:46,2024-01-04T17:07:44,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-14
60,"Qazvin, Iran",2024-01-05,12.0,0.0,6.7,12.0,-2.6,5.9,-1.7,55.7,0.0,0,0.0,,0.0,0.0,30.6,11.2,106.4,1016.4,62.1,10.6,105.0,8.9,5,10,2024-01-05T07:21:51,2024-01-05T17:08:34,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-15
61,"Qazvin, Iran",2024-01-06,10.0,1.0,5.4,9.1,1.0,4.6,-0.4,67.1,3.8,100,8.33,rain,0.0,0.0,41.4,11.2,352.9,1018.3,50.9,10.8,106.0,9.3,5,10,2024-01-06T07:21:54,2024-01-06T17:09:26,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"40731099999,OIIK",1402-10-16
62,"Qazvin, Iran",2024-01-07,10.0,-4.1,3.0,10.0,-7.3,2.1,-5.5,56.3,0.0,0,0.0,,0.0,0.0,23.0,11.2,119.9,1024.9,0.0,11.8,137.6,12.0,6,10,2024-01-07T07:21:55,2024-01-07T17:10:18,0.87,Clear,Clear conditions throughout the day.,clear-day,"40731099999,OIIK",1402-10-17
63,"Qazvin, Iran",2024-01-08,11.0,-2.0,4.3,11.0,-3.8,3.3,-6.1,48.0,0.0,0,0.0,,0.0,0.0,6.1,7.6,17.6,1022.6,52.9,11.3,112.4,9.6,4,10,2024-01-08T07:21:53,2024-01-08T17:11:12,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-18
64,"Qazvin, Iran",2024-01-09,15.0,1.0,7.7,15.0,-0.3,7.2,-6.8,36.8,0.0,0,0.0,,0.0,0.0,28.8,14.7,64.8,1019.9,81.4,11.4,88.4,7.7,4,10,2024-01-09T07:21:50,2024-01-09T17:12:06,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-10-19
65,"Qazvin, Iran",2024-01-10,9.0,0.0,6.0,9.0,-1.4,5.0,-2.5,55.8,0.2,100,4.17,rain,0.0,0.0,39.6,11.2,354.2,1016.7,80.6,10.8,53.0,4.3,3,10,2024-01-10T07:21:45,2024-01-10T17:13:01,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"40731099999,OIIK",1402-10-20
66,"Qazvin, Iran",2024-01-11,8.0,1.0,4.8,7.0,-0.3,4.0,2.5,85.1,1.5,100,8.33,rain,0.0,0.0,36.7,14.8,135.4,1016.6,94.1,9.2,89.9,7.8,4,10,2024-01-11T07:21:38,2024-01-11T17:13:58,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"40731099999,OIIK,remote",1402-10-21
67,"Qazvin, Iran",2024-01-12,8.9,2.0,5.4,5.8,-0.7,2.2,3.5,88.0,2.8,100,12.5,rain,0.0,0.0,38.5,25.9,136.9,1011.1,80.2,8.3,107.9,9.4,5,10,2024-01-12T07:21:29,2024-01-12T17:14:55,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"40731099999,OIIK",1402-10-22
68,"Qazvin, Iran",2024-01-13,10.0,4.0,6.9,9.1,0.5,4.2,1.3,68.7,0.0,0,0.0,rain,0.0,0.0,44.3,25.9,155.7,1010.9,88.4,10.1,40.0,3.3,2,10,2024-01-13T07:21:18,2024-01-13T17:15:53,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK",1402-10-23
69,"Qazvin, Iran",2024-01-14,15.0,5.7,8.5,15.0,3.5,7.4,1.5,63.1,0.2,100,4.17,rain,0.0,0.0,56.5,35.3,189.2,1013.4,67.6,10.6,94.8,8.0,4,10,2024-01-14T07:21:05,2024-01-14T17:16:51,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"40731099999,OIIK",1402-10-24
70,"Qazvin, Iran",2024-01-15,11.0,2.0,6.0,11.0,0.0,4.8,2.2,76.8,0.1,100,4.17,rain,0.0,0.0,35.6,18.4,99.8,1018.5,34.7,10.2,136.9,11.9,6,10,2024-01-15T07:20:50,2024-01-15T17:17:50,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"40731099999,OIIK",1402-10-25
71,"Qazvin, Iran",2024-01-16,11.0,-1.0,4.3,11.0,-2.6,3.7,-3.2,60.6,0.0,0,0.0,,0.0,0.0,17.6,11.2,109.9,1020.5,20.5,11.6,145.5,12.6,6,10,2024-01-16T07:20:33,2024-01-16T17:18:50,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"40731099999,OIIK,remote",1402-10-26
